"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/01/2024","AQS","060830011","1","0.035","ppm","32","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/02/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/03/2024","AQS","060830011","1","0.04","ppm","37","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/04/2024","AQS","060830011","1","0.036","ppm","33","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/05/2024","AQS","060830011","1","0.036","ppm","33","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/06/2024","AQS","060830011","1","0.033","ppm","31","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/07/2024","AQS","060830011","1","0.041","ppm","38","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/08/2024","AQS","060830011","1","0.039","ppm","36","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/09/2024","AQS","060830011","1","0.037","ppm","34","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/10/2024","AQS","060830011","1","0.037","ppm","34","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/11/2024","AQS","060830011","1","0.037","ppm","34","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/12/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/13/2024","AQS","060830011","1","0.034","ppm","31","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/14/2024","AQS","060830011","1","0.036","ppm","33","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/15/2024","AQS","060830011","1","0.032","ppm","30","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/16/2024","AQS","060830011","1","0.035","ppm","32","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/17/2024","AQS","060830011","1","0.034","ppm","31","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/18/2024","AQS","060830011","1","0.032","ppm","30","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/19/2024","AQS","060830011","1","0.03","ppm","28","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/20/2024","AQS","060830011","1","0.026","ppm","24","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/21/2024","AQS","060830011","1","0.035","ppm","32","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/22/2024","AQS","060830011","1","0.035","ppm","32","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/23/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/24/2024","AQS","060830011","1","0.043","ppm","40","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/25/2024","AQS","060830011","1","0.04","ppm","37","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/26/2024","AQS","060830011","1","0.036","ppm","33","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/27/2024","AQS","060830011","1","0.035","ppm","32","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/28/2024","AQS","060830011","1","0.037","ppm","34","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"02/29/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/01/2024","AQS","060830011","1","0.032","ppm","30","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/02/2024","AQS","060830011","1","0.039","ppm","36","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/03/2024","AQS","060830011","1","0.039","ppm","36","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/04/2024","AQS","060830011","1","0.036","ppm","33","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/05/2024","AQS","060830011","1","0.035","ppm","32","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/06/2024","AQS","060830011","1","0.028","ppm","26","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/07/2024","AQS","060830011","1","0.032","ppm","30","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/08/2024","AQS","060830011","1","0.037","ppm","34","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/09/2024","AQS","060830011","1","0.033","ppm","31","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/10/2024","AQS","060830011","1","0.035","ppm","32","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/11/2024","AQS","060830011","1","0.037","ppm","34","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/12/2024","AQS","060830011","1","0.035","ppm","32","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/13/2024","AQS","060830011","1","0.04","ppm","37","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/14/2024","AQS","060830011","1","0.042","ppm","39","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/15/2024","AQS","060830011","1","0.041","ppm","38","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/16/2024","AQS","060830011","1","0.042","ppm","39","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/17/2024","AQS","060830011","1","0.04","ppm","37","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/18/2024","AQS","060830011","1","0.035","ppm","32","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/19/2024","AQS","060830011","1","0.04","ppm","37","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/20/2024","AQS","060830011","1","0.044","ppm","41","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/21/2024","AQS","060830011","1","0.044","ppm","41","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/22/2024","AQS","060830011","1","0.041","ppm","38","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/23/2024","AQS","060830011","1","0.041","ppm","38","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/24/2024","AQS","060830011","1","0.04","ppm","37","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/25/2024","AQS","060830011","1","0.036","ppm","33","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/26/2024","AQS","060830011","1","0.039","ppm","36","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/27/2024","AQS","060830011","1","0.041","ppm","38","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/28/2024","AQS","060830011","1","0.037","ppm","34","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/29/2024","AQS","060830011","1","0.041","ppm","38","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/30/2024","AQS","060830011","1","0.04","ppm","37","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"03/31/2024","AQS","060830011","1","0.042","ppm","39","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/01/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/02/2024","AQS","060830011","1","0.039","ppm","36","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/03/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/04/2024","AQS","060830011","1","0.043","ppm","40","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/05/2024","AQS","060830011","1","0.044","ppm","41","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/06/2024","AQS","060830011","1","0.041","ppm","38","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/07/2024","AQS","060830011","1","0.046","ppm","43","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/08/2024","AQS","060830011","1","0.042","ppm","39","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/09/2024","AQS","060830011","1","0.047","ppm","44","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/10/2024","AQS","060830011","1","0.054","ppm","50","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/11/2024","AQS","060830011","1","0.042","ppm","39","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/12/2024","AQS","060830011","1","0.044","ppm","41","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/13/2024","AQS","060830011","1","0.047","ppm","44","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/14/2024","AQS","060830011","1","0.054","ppm","50","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/15/2024","AQS","060830011","1","0.042","ppm","39","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/16/2024","AQS","060830011","1","0.046","ppm","43","Santa Barbara","13","76.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/17/2024","AQS","060830011","1","0.048","ppm","44","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/18/2024","AQS","060830011","1","0.043","ppm","40","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/19/2024","AQS","060830011","1","0.042","ppm","39","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/20/2024","AQS","060830011","1","0.039","ppm","36","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/21/2024","AQS","060830011","1","0.045","ppm","42","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/22/2024","AQS","060830011","1","0.04","ppm","37","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/23/2024","AQS","060830011","1","0.044","ppm","41","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/24/2024","AQS","060830011","1","0.037","ppm","34","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/25/2024","AQS","060830011","1","0.032","ppm","30","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/26/2024","AQS","060830011","1","0.034","ppm","31","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/27/2024","AQS","060830011","1","0.033","ppm","31","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/28/2024","AQS","060830011","1","0.035","ppm","32","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/29/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","13","76.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"04/30/2024","AirNow","060830011","1","0.045","ppm","42","Santa Barbara","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"05/07/2024","AQS","060830011","1","0.043","ppm","40","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"05/08/2024","AQS","060830011","1","0.046","ppm","43","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"05/09/2024","AQS","060830011","1","0.05","ppm","46","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"05/10/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"05/11/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"05/12/2024","AQS","060830011","1","0.036","ppm","33","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"05/13/2024","AQS","060830011","1","0.04","ppm","37","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"05/14/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
"05/15/2024","AQS","060830011","1","0.038","ppm","35","Santa Barbara","17","100.0000","44201","Ozone","087","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.4277749961254","-119.691217778642"
